word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
mythomaan,3,1.57,1.13,7,8,15,4,18,0.444444444,13.625,3.502550091
na,1,1.53,0.92,15,0,15,2,20,1,5.45,2.258900524
naad,1,4.47,0.64,15,0,15,NA,NA,NA,NA,NA
naadloos,1,2.93,1.54,14,1,15,1,18,0.944444444,11.23529412,2.926803114
naaf,2,4,1.73,3,12,15,2,20,0.3,10.5,2.880972058
naaien,3,4.07,0.8,15,0,15,NA,NA,NA,NA,NA
naaigaren,4,4.54,0.52,13,2,15,3,18,0.944444444,9.235294118,2.13686136
naaimachine,4,4.73,0.8,15,0,15,NA,NA,NA,NA,NA
naaister,3,3.87,0.99,15,0,15,4,18,1,9.055555556,2.796473035
naakt,4,4.4,1.24,15,0,15,NA,NA,NA,NA,NA
naaktfoto,2,4.6,0.74,15,0,15,1,18,1,10.66666667,2.249182858
naald,3,4.8,0.77,15,0,15,NA,NA,NA,NA,NA
naaldboom,4,4.33,0.82,15,0,15,2,20,1,8.65,3.150187964
naaldhak,4,4.53,1.06,15,0,15,3,18,1,10.33333333,3.029268986
naaldhakken,3,4.67,0.62,15,0,15,4,18,0.944444444,11,3.31662479
naaldwoud,4,4.57,0.85,14,1,15,1,18,1,9.944444444,2.013840996
naam,1,2.6,1.72,15,0,15,NA,NA,NA,NA,NA
naambord,2,4.27,0.7,15,0,15,2,20,0.95,8.578947368,2.755112207
naamdag,5,1.85,1.07,13,2,15,3,18,0.888888889,10.375,2.247220505
naamloos,1,1.67,1.11,15,0,15,4,18,1,10.05555556,2.64513365
naamplaat,2,4.53,0.74,15,0,15,1,18,0.944444444,9.470588235,2.917996896
naamplaatje,4,4.53,0.83,15,0,15,2,20,1,7.3,2.364206777
naamval,3,1.53,0.74,15,0,15,3,18,0.944444444,12.58823529,1.73417212
naamwoord,3,2.13,1.25,15,0,15,4,18,1,9.944444444,2.817429413
naapen,1,3.21,0.97,14,1,15,1,18,0.944444444,7.705882353,3.584074251
naaper,2,3.21,0.97,14,1,15,2,20,0.85,6.823529412,2.877396699
naar,2,1.73,0.96,15,0,15,3,18,1,6.277777778,2.562295743
naargeestig,1,1.57,0.85,14,1,15,4,18,0.777777778,12.71428571,4.103067735
naargelang,3,1.27,0.59,15,0,15,1,18,1,10.44444444,1.947010445
naarheid,2,1.4,0.51,15,0,15,2,20,1,11.4,2.01049876
naarling,1,1.9,0.74,10,5,15,3,18,0.611111111,12.18181818,2.750206604
naarmate,1,1.07,0.26,15,0,15,4,18,1,10.88888889,2.762967052
naarstig,1,1.83,1.19,12,3,15,NA,NA,NA,NA,NA
naartoe,2,1.8,1.01,15,0,15,1,18,1,6.388888889,2.428722465
naast,4,1.93,0.96,15,0,15,2,20,0.95,5.789473684,3.473374078
naaste,5,1.8,0.86,15,0,15,NA,NA,NA,NA,NA
naasten,5,2,1.13,15,0,15,3,18,1,9.333333333,2.114376559
naastenliefde,1,1.87,1.13,15,0,15,4,18,1,9.944444444,2.979779349
nabauwen,5,2.6,1.52,5,10,15,1,18,0.5,9.888888889,3.75647589
nabestaande,5,2.07,1.16,15,0,15,2,20,1,9.95,2.089447169
nabij,3,2,0.93,15,0,15,3,18,1,8.111111111,2.446819998
nabijheid,5,1.73,0.8,15,0,15,4,18,1,10.27777778,2.371536002
nablijven,2,2.6,0.99,15,0,15,1,18,1,8.611111111,2.933355615
nabloeier,1,2.33,1.35,15,0,15,2,20,0.9,12,2.114376559
nabootsen,5,3.07,1.22,15,0,15,3,18,1,8.611111111,2.428722465
nabouwen,2,3.4,0.91,15,0,15,4,18,1,8.611111111,2.592724864
naburig,2,2.08,1.04,13,2,15,1,18,1,10.61111111,2.852014539
nabuur,2,1.86,1.07,7,8,15,2,20,0.6,11,3.837612894
nacht,2,3.8,1.21,15,0,15,NA,NA,NA,NA,NA
nachtbraker,1,3.5,1.08,10,5,15,3,18,0.666666667,13,2
nachtclub,5,4,1.07,15,0,15,4,18,1,10.77777778,2.755861252
nachtdienst,2,2.6,1.06,15,0,15,1,18,1,10.72222222,2.371536002
nachtegaal,1,4.8,0.41,15,0,15,2,20,1,8.95,3.086046696
nachtelijk,3,2.73,1.33,15,0,15,3,18,1,8.722222222,2.562295743
nachthemd,5,4.73,0.59,15,0,15,4,18,0.944444444,8.235294118,3.031695313
nachtjapon,1,4.8,0.41,15,0,15,1,18,1,8.166666667,2.812785933
nachtkaars,4,4.36,0.74,14,1,15,2,20,0.95,10,3.464101615
nachtkastje,4,4.6,0.83,15,0,15,3,18,1,6.666666667,2.222875721
nachtkijker,2,4.27,1.22,15,0,15,4,18,1,10.22222222,2.921634425
nachtlampje,4,4.73,0.59,15,0,15,1,18,1,6.222222222,2.263665834
nachtleven,5,2.73,1.16,15,0,15,2,20,0.95,10.57894737,2.892822333
nachtmerrie,2,2.73,1.03,15,0,15,3,18,1,5.888888889,1.906301898
nachtploeg,5,3,1.2,15,0,15,4,18,1,10.61111111,2.703785775
nachtpon,5,4.57,0.65,14,1,15,1,18,0.833333333,9.4,3.459975227
nachtraaf,5,3.14,1.17,14,1,15,2,20,0.85,12.11764706,2.59524452
nachtrust,2,3.07,0.7,15,0,15,3,18,1,7.777777778,1.895988197
nachtschade,3,2,1,11,4,15,4,18,0.777777778,11.64285714,2.924883768
nachtslot,1,3.93,0.88,15,0,15,1,18,0.944444444,10.41176471,2.851728062
nachtspiegel,3,3.6,1.17,10,5,15,2,20,0.6,12.91666667,4.100073909
nachttrein,5,3.8,0.68,15,0,15,3,18,1,9.333333333,2.249182858
nachtvlucht,2,3.4,0.83,15,0,15,4,18,1,10.61111111,3.051304232
nachtwaker,4,3.87,0.83,15,0,15,1,18,1,10.11111111,3.007615606
nachtwerk,5,3.07,1.03,15,0,15,2,20,1,9.5,3.120391338
nachtzoen,4,4.2,0.94,15,0,15,3,18,1,5.444444444,1.722591147
nacijferen,3,2.47,1.3,15,0,15,4,18,0.888888889,10.1875,2.482438317
nadagen,3,2,1,13,2,15,1,18,0.722222222,11.38461538,2.534379001
nadar,2,3.6,1.51,10,5,15,2,20,0.35,13.28571429,2.690370837
nadat,5,1.2,0.56,15,0,15,3,18,1,7.111111111,2.16628956
nadeel,5,1.8,1.42,15,0,15,NA,NA,NA,NA,NA
nadelig,2,1.47,0.74,15,0,15,4,18,1,10,2.869720216
nadenken,4,2.13,0.92,15,0,15,1,18,1,7,2.057983022
nadenkend,1,2,1.07,15,0,15,NA,NA,NA,NA,NA
naderbij,3,2,1,15,0,15,2,20,1,9.15,2.412140347
naderen,3,2.93,1.03,15,0,15,3,18,1,9,1.940285
naderhand,2,1.27,0.46,15,0,15,4,18,1,11.44444444,3.147776474
nadien,2,1.8,0.77,15,0,15,1,18,1,7.888888889,2.246275058
nadoen,3,3.33,0.98,15,0,15,2,20,1,6.4,3.362330019
nadruk,1,1.93,0.88,15,0,15,3,18,1,9.222222222,2.263665834
nadrukkelijk,3,1.93,1.1,15,0,15,4,18,1,11.05555556,3.095959838
nagaan,2,2,0.85,15,0,15,1,18,1,8.666666667,2.765331594
nageboorte,5,3.8,1.21,15,0,15,2,20,1,12.6,2.087557122
nagel,5,4.8,0.56,15,0,15,NA,NA,NA,NA,NA
nagelen,2,3.64,1.01,14,1,15,3,18,1,9.888888889,2.846853555
nagellak,5,4.53,0.92,15,0,15,4,18,1,7.611111111,2.379789632
nagels,4,4.8,0.56,15,0,15,1,18,1,5.944444444,1.924217862
nagelvijl,5,4.8,0.56,15,0,15,2,20,1,9.75,3.654485348
nagemaakt,3,2.4,0.99,15,0,15,3,18,1,8.5,2.229481607
nagenoeg,3,1.47,0.64,15,0,15,4,18,1,11.72222222,3.121190488
nagerecht,2,3.87,1.3,15,0,15,1,18,1,8.888888889,2.517909705
nageslacht,3,2.2,1.15,15,0,15,2,20,1,10.55,3.103054522
nageven,1,2.07,1.21,14,1,15,3,18,1,11.05555556,1.764760348
naïef,1,1.6,1.12,15,0,15,4,18,1,11.61111111,2.810461316
naïeveling,5,1.93,1.1,15,0,15,1,18,1,11.44444444,2.935026249
naijver,4,1.92,0.64,13,2,15,2,20,0.8,13.1875,2.372586493
naïviteit,1,1.8,1.08,15,0,15,3,18,1,12.44444444,2.120549935
najaar,2,2.2,1.21,15,0,15,4,18,1,9.611111111,3.051304232
najagen,3,2.47,1.3,15,0,15,1,18,1,10,2.497057091
nakaarten,3,2.29,1.14,14,1,15,2,20,0.7,11.78571429,2.293085641
naken,1,2.5,1.38,12,3,15,3,18,0.833333333,11.86666667,2.386469798
nakend,2,1.6,0.74,15,0,15,4,18,0.944444444,11.64705882,3.444945146
nakie,3,4,1.15,13,2,15,1,18,0.888888889,7.375,2.5
nakijken,4,3,1.2,15,0,15,2,20,1,7.7,3.341918768
nakomeling,4,2.93,1.33,15,0,15,3,18,1,9.222222222,2.237528983
nakomen,4,2.13,1.06,15,0,15,4,18,1,9.944444444,2.796473035
nakomertje,2,2.73,1.1,15,0,15,1,18,1,10.5,2.662373996
nalaten,1,2.27,1.22,15,0,15,2,20,1,10.3,2.556724879
nalatenschap,5,2.07,1.22,15,0,15,3,18,1,11.94444444,2.338230156
nalatig,4,1.87,0.64,15,0,15,NA,NA,NA,NA,NA
nalatigheid,2,1.47,0.52,15,0,15,4,18,1,11.77777778,2.839957654
naleven,2,1.87,0.64,15,0,15,1,18,1,9.944444444,2.817429413
nalezen,4,3,1.31,15,0,15,2,20,1,8.35,2.518876107
nalopen,3,3.27,1.22,15,0,15,3,18,1,8.833333333,2.382534488
namaak,5,2.27,0.96,15,0,15,NA,NA,NA,NA,NA
namaken,1,3.27,1.33,15,0,15,4,18,0.944444444,8.705882353,2.312052818
namelijk,1,1,0,15,0,15,1,18,1,9.222222222,2.901430794
nameloos,1,1.4,0.63,15,0,15,2,20,0.85,9.823529412,3.107154931
namens,5,1.13,0.35,15,0,15,3,18,0.944444444,10.35294118,2.262221709
namiddag,2,2.33,0.9,15,0,15,4,18,0.944444444,6.235294118,2.305683515
nap,2,3.08,1.44,12,3,15,1,18,0.722222222,10.53846154,2.904461643
napalm,5,3.5,1.38,12,3,15,2,20,0.6,13.83333333,2.037526724
napluizen,4,2.64,1.34,14,1,15,3,18,0.888888889,10.6875,2.272113554
nappa,4,4.25,1.5,4,11,15,4,18,0.277777778,14.8,4.438468204
napraten,3,2.93,1.1,15,0,15,1,18,1,8.888888889,2.470743848
nar,1,4.33,0.82,15,0,15,2,20,1,8.6,2.583347482
narcis,5,4.71,0.73,14,1,15,3,18,1,9.277777778,3.08326709
narcisme,3,1.47,0.64,15,0,15,4,18,1,12.66666667,2.351470128
narcist,2,2.2,1.47,15,0,15,1,18,1,13.66666667,2.449489743
narcistisch,4,1.64,0.63,14,1,15,2,20,1,12.85,2.814903943
narcolepsie,5,2.7,1.42,10,5,15,3,18,0.944444444,16.41176471,1.872792819
narcose,5,3.07,1.1,15,0,15,4,18,1,12.05555556,2.64513365
narcotica,2,2.93,1.44,14,1,15,1,18,0.944444444,13.94117647,2.536498281
narcoticum,2,3.5,1.56,14,1,15,2,20,0.95,15.36842105,2.793057391
narcotiseur,5,2.89,1.17,9,6,15,3,18,0.555555556,14.9,2.330951165
narigheid,2,1.73,0.59,15,0,15,4,18,1,10.27777778,3.177226974
naroepen,5,3.6,1.12,15,0,15,1,18,1,8.388888889,3.310213942
narratief,4,1.79,0.89,14,1,15,2,20,0.85,14.17647059,3.661203595
narrig,1,2,0.95,12,3,15,3,18,0.555555556,11.3,2.162817093
nasaal,5,3.38,1.12,13,2,15,4,18,1,12.88888889,3.251947632
naschok,5,3.2,1.37,15,0,15,1,18,1,9.722222222,2.396211607
naschools,3,2.53,1.41,15,0,15,2,20,0.95,9.578947368,3.202703536
naschrift,3,2.21,0.97,14,1,15,3,18,0.833333333,11.86666667,2.799659843
nasi,3,3.77,1.24,13,2,15,4,18,0.944444444,11.29411765,3.459853788
naslaan,2,2.43,1.09,14,1,15,1,18,0.944444444,10.52941176,2.831025588
naslagwerk,4,2.93,1.39,15,0,15,2,20,1,12.6,2.72222819
nasleep,2,2,0.76,15,0,15,3,18,1,11.66666667,2.589571847
nasmaak,5,3.33,1.35,15,0,15,4,18,1,9.722222222,2.295918516
naspelen,5,2.87,1.13,15,0,15,1,18,1,7.722222222,2.346600935
naspeuren,1,2.47,1.19,15,0,15,2,20,0.95,10.31578947,2.473248686
nasporen,4,2.36,1.15,14,1,15,3,18,0.944444444,10.41176471,1.938389265
nastreven,5,2.2,1.08,15,0,15,4,18,1,10.72222222,2.244091734
nat,2,4.53,0.52,15,0,15,NA,NA,NA,NA,NA
natekenen,2,3.73,1.03,15,0,15,1,18,1,7.5,2.332632948
natellen,2,2.87,1.25,15,0,15,2,20,1,7.95,1.904979624
natie,2,1.93,1.33,15,0,15,3,18,1,11.16666667,2.229481607
nationaal,4,1.93,1.14,14,1,15,4,18,1,11.44444444,2.894664915
nationaliseren,1,1.73,0.88,15,0,15,1,18,1,12,1.970368732
nationalisme,5,1.27,0.59,15,0,15,2,20,1,13.45,2.480980282
nationalist,5,1.53,0.74,15,0,15,3,18,1,12.88888889,1.811365714
nationalistisch,5,1.6,0.91,15,0,15,4,18,1,12.55555556,2.955000194
nationaliteit,1,2.53,1.25,15,0,15,1,18,1,9.888888889,2.054804668
natje,1,3.46,1.2,13,2,15,2,20,0.75,10.8,2.677952309
natrappen,3,3.07,0.96,15,0,15,3,18,1,9.833333333,1.917412472
natrekken,2,2.4,1.06,15,0,15,4,18,1,11.61111111,2.913233273
natrium,5,3.29,1.38,14,1,15,1,18,1,13.55555556,1.423426777
nattigheid,1,3.27,0.96,15,0,15,2,20,1,8.05,3.691740425
naturalisatie,3,1.73,1.03,15,0,15,3,18,1,13.66666667,2.70076242
naturaliseren,3,2.07,1.1,15,0,15,4,18,1,13.27777778,3.005985315
naturalisme,4,1.5,0.65,14,1,15,1,18,0.944444444,12.88235294,2.997548018
naturel,4,2.53,1.06,15,0,15,2,20,1,10.3,2.867237805
naturisme,5,1.77,1.09,13,2,15,3,18,0.944444444,12.58823529,2.373257875
naturist,2,2.73,1.16,15,0,15,4,18,1,12.11111111,2.826115374
natuur,3,2.93,1.1,15,0,15,NA,NA,NA,NA,NA
natuurgebied,1,3.73,1.16,15,0,15,1,18,1,8.944444444,2.64513365
natuurkracht,2,1.93,1.03,15,0,15,2,20,1,10.2,2.984168755
natuurkunde,4,2.27,1.03,15,0,15,3,18,1,10.22222222,2.669116522
natuurkundig,5,1.73,1.1,15,0,15,4,18,1,11.22222222,2.43879323
natuurlijk,1,1.2,0.41,15,0,15,1,18,1,7.111111111,2.193275522
natuurramp,4,3.6,0.83,15,0,15,2,20,0.95,9.105263158,2.622440272
natuurreservaat,5,3.67,0.9,15,0,15,3,18,1,10.05555556,2.208865086
natuursteen,4,4.2,1.21,15,0,15,4,18,1,10.66666667,2.566755792
natuurtalent,3,1.93,1.03,15,0,15,1,18,1,9.444444444,2.791209357
natuurwet,1,1.47,0.64,15,0,15,2,20,1,11.65,2.621269279
nautisch,2,2,0.53,8,7,15,3,18,0.666666667,14.58333333,2.353269808
nauw,4,2.73,1.22,15,0,15,NA,NA,NA,NA,NA
nauwelijks,1,1.13,0.35,15,0,15,4,18,1,9.444444444,2.357022604
nauwgezet,1,1.8,0.86,15,0,15,NA,NA,NA,NA,NA
nauwkeurig,2,2.4,0.74,15,0,15,NA,NA,NA,NA,NA
nauwlettend,3,1.73,0.8,15,0,15,1,18,1,10.61111111,2.78945259
navel,4,4.8,0.77,15,0,15,NA,NA,NA,NA,NA
navelstaren,1,3.14,1.57,7,8,15,2,20,0.75,13.13333333,2.799659843
navelstreng,3,4.47,0.64,15,0,15,3,18,1,8.611111111,2.546944857
navenant,3,1.47,0.74,15,0,15,4,18,0.888888889,12.25,3.255764119
navertellen,5,2.67,1.18,15,0,15,1,18,1,8.444444444,2.935026249
navigatie,3,2.2,1.01,15,0,15,2,20,1,11.8,2.419221275
navigator,4,3.53,0.92,15,0,15,3,18,1,13,2.566755792
navigeren,3,2.53,0.99,15,0,15,4,18,1,12,3.4470789
navolging,1,2.2,1.26,15,0,15,1,18,1,10.61111111,2.35494196
navorming,4,2.07,1,14,1,15,2,20,0.8,12.25,2.081665999
navorsen,3,2.08,1.12,13,2,15,3,18,0.555555556,13.2,2.780887149
navorser,1,2.64,1.29,11,4,15,4,18,0.833333333,13.73333333,3.972524686
navraag,3,2,1.07,15,0,15,1,18,1,10.66666667,2.70076242
navragen,1,2.67,1.23,15,0,15,2,20,1,9.8,2.820974076
navrant,3,1.75,1.5,4,11,15,3,18,0.166666667,14.66666667,3.785938897
nawee,2,3.13,1.41,15,0,15,4,18,1,12.83333333,3.45134245
naweeën,5,3,1.31,15,0,15,1,18,1,11.66666667,3.378130357
nawerking,2,1.8,0.77,15,0,15,2,20,0.95,10.47368421,2.815994418
nawoord,5,2.5,1.02,14,1,15,3,18,1,11.44444444,2.812204959
nazaat,4,2.45,1.51,11,4,15,4,18,0.888888889,12,2.828427125
nazeggen,2,3.87,0.64,15,0,15,1,18,1,6.5,2.255711705
nazi,3,2.8,1.26,15,0,15,2,20,1,10.9,3.041813863
nazicht,2,2.47,0.99,15,0,15,3,18,1,9.888888889,2.219933462
nazien,3,2.47,0.99,15,0,15,4,18,1,10,3.067859955
nazinderen,3,1.8,0.94,15,0,15,1,18,0.944444444,11.94117647,2.561020017
nazisme,5,1.6,0.74,15,0,15,2,20,1,11.35,2.942877217
nazoeken,3,2.36,1.22,14,1,15,3,18,0.888888889,9.5,2.19089023
nazomer,1,2.8,1.15,15,0,15,4,18,0.944444444,11.23529412,2.840101489
nazorg,1,2.67,0.9,15,0,15,1,18,1,11.22222222,2.691064857
neb,4,1.75,0.96,4,11,15,2,20,0.2,14.75,0.957427108
necrofiel,3,2.36,1.15,14,1,15,3,18,0.944444444,15.47058824,1.328422328
necrologie,3,1.92,1.32,13,2,15,4,18,0.777777778,13.85714286,3.919520042
necrose,4,3.25,1.29,12,3,15,1,18,0.611111111,15.63636364,2.292279532
nectar,4,4.27,0.7,15,0,15,NA,NA,NA,NA,NA
nectarine,3,4.8,0.41,15,0,15,2,20,1,7.9,2.93616291
nederig,3,1.73,0.96,15,0,15,NA,NA,NA,NA,NA
nederigheid,1,1.6,0.74,15,0,15,3,18,1,11.77777778,2.691064857
nederlaag,3,2.8,1.37,15,0,15,4,18,1,10.22222222,2.798225395
nederwiet,3,3.71,0.95,7,8,15,1,18,0.222222222,14.5,1
nederzetting,3,2.93,1.49,15,0,15,2,20,1,11.5,2.78151795
nee,2,2.47,1.73,15,0,15,3,18,1,2.555555556,2.120549935
neef,4,3.13,1.19,15,0,15,NA,NA,NA,NA,NA
neen,1,2,1.41,15,0,15,4,18,1,3.277777778,2.946694171
neep,3,3.6,1.35,10,5,15,1,18,0.833333333,8.066666667,3.453086956
neer,3,2.43,1.4,14,1,15,2,20,1,6,1.891810606
neerbuigen,2,3.2,0.86,15,0,15,3,18,1,8.5,3.072649747
neerbuigend,5,1.93,0.88,15,0,15,4,18,1,11.5,3.240370349
neerdalen,1,3.67,0.9,15,0,15,1,18,1,8.944444444,2.2614993
neergaan,1,3.6,0.99,15,0,15,2,20,1,7.85,2.870448342
neergang,1,2.07,1.22,15,0,15,3,18,1,11,2.678893538
neerhalen,3,3.07,1.39,15,0,15,4,18,1,9.777777778,2.712835624
neerkijken,4,3.07,1.39,15,0,15,1,18,1,9.777777778,3.370382341
neerknallen,3,3.67,1.11,15,0,15,2,20,1,8.6,2.479388719
neerknielen,4,4.13,1.36,15,0,15,3,18,1,8.611111111,1.719743103
neerkomen,2,2.6,1.24,15,0,15,4,18,1,8.888888889,3.027110618
neerlandicus,2,2.11,1.36,9,6,15,1,18,0.444444444,14.25,1.908627031
neerlaten,3,3.13,0.99,15,0,15,2,20,1,7.85,3.216323498
neerleggen,3,3.33,1.05,15,0,15,3,18,1,7.222222222,2.921634425
neermaaien,4,2.79,1.37,14,1,15,4,18,1,11.66666667,2.743977362
neerploffen,4,3.27,1.28,15,0,15,1,18,1,8.5,2.572478777
neerpoten,2,2.64,1.15,14,1,15,2,20,0.8,10.4375,2.87445647
neersabelen,1,3.93,0.83,14,1,15,3,18,0.888888889,10.6875,2.75
neerschieten,3,3.8,1.01,15,0,15,4,18,1,7.333333333,2.222875721
neerslaan,2,3.53,0.83,15,0,15,1,18,1,8.111111111,1.936913521
neerslachtig,1,2,1.13,15,0,15,NA,NA,NA,NA,NA
neerslag,1,4.47,0.64,15,0,15,2,20,1,8.55,2.350251946
neersteken,4,3.53,1.36,15,0,15,3,18,1,9.277777778,1.742397117
neerstorten,1,4.27,0.46,15,0,15,4,18,1,8.333333333,2.376354103
neerstrijken,1,3.4,0.99,15,0,15,1,18,1,10.22222222,3.439486206
neertellen,2,2.53,1.13,15,0,15,2,20,1,9.3,3.113637237
neervallen,1,4,0.93,15,0,15,3,18,1,7.277777778,2.191039387
neervlijen,3,3,1.31,15,0,15,4,18,0.944444444,10.52941176,3.184290483
neerwaarts,5,2.73,1.49,15,0,15,1,18,1,9.111111111,2.968241486
neerzetten,2,3.2,1.26,15,0,15,2,20,1,6.35,2.30045762
neerzien,3,2.47,0.99,15,0,15,3,18,0.944444444,9.705882353,2.443478716
neerzijgen,1,3.36,1.29,11,4,15,4,18,0.722222222,12.46153846,3.90758631
neerzitten,3,4,0.93,15,0,15,1,18,1,6.111111111,1.604731566
neet,5,4.42,1.24,12,3,15,2,20,0.85,8.352941176,2.80493263
nefast,4,1.64,0.74,14,1,15,3,18,1,12.77777778,2.237528983
nefroloog,4,3.7,1.42,10,5,15,4,18,0.5,14.55555556,5.981452815
neg,3,4,0,1,14,15,1,18,0.111111111,12,0
negatie,3,1.8,0.77,15,0,15,2,20,0.95,13.26315789,3.052177825
negatief,3,2,0.93,15,0,15,3,18,1,8.5,2.202939213
negativisme,2,1.27,0.46,15,0,15,4,18,0.944444444,12.52941176,2.400980192
negen,4,3.07,1.79,15,0,15,1,18,1,5.222222222,1.926763686
negende,4,2.93,1.62,15,0,15,2,20,1,6,1.716790151
negenoog,2,3.3,1.77,10,5,15,3,18,0.444444444,11,3.891382421
negentien,2,2.87,1.36,15,0,15,4,18,1,6.055555556,2.363253545
negentiende,3,3.07,1.44,15,0,15,1,18,1,7.111111111,2.2980526
negentig,1,2.8,1.52,15,0,15,2,20,1,7.2,1.989445837
neger,3,3.93,0.96,15,0,15,NA,NA,NA,NA,NA
negeren,1,2.73,1.16,15,0,15,NA,NA,NA,NA,NA
negerin,2,4.36,0.74,14,1,15,3,18,1,7.722222222,2.136670184
negligé,4,3.69,1.49,13,2,15,4,18,0.944444444,13.47058824,3.104787574
negorij,4,4,1.73,3,12,15,1,18,0.111111111,16,0
negotie,2,1.4,0.52,10,5,15,2,20,0.65,14.92307692,3.522819384
negroïde,2,3.11,1.62,9,6,15,3,18,0.444444444,15.375,2.722262714
neigen,1,2,1.13,15,0,15,NA,NA,NA,NA,NA
neiging,1,1.8,1.15,15,0,15,4,18,1,10.61111111,3.108600761
nek,5,4.6,0.91,15,0,15,NA,NA,NA,NA,NA
nekken,2,2.87,1.41,15,0,15,1,18,0.944444444,10.35294118,2.956796756
nekkramp,2,3.87,1.19,15,0,15,2,20,1,8.7,2.792848009
nekslag,3,3.71,0.99,14,1,15,3,18,0.888888889,10.0625,2.112463017
nekvel,2,4.57,0.65,14,1,15,4,18,1,8.666666667,2.970442629
nekwervel,3,4.33,0.72,15,0,15,1,18,1,10.38888889,3.449448189
nematode,2,2,1.73,5,10,15,2,20,0.15,17,1.732050808
nemen,3,3,1.25,15,0,15,NA,NA,NA,NA,NA
neofiet,4,3.2,1.64,5,10,15,3,18,0.277777778,14.6,1.949358869
neologisme,5,1.46,0.88,13,2,15,4,18,0.888888889,14.125,3.403429643
neon,3,3.36,1.22,14,1,15,1,18,0.944444444,12.35294118,2.572478777
neonataal,4,2.38,1.33,13,2,15,2,20,0.8,16.6875,2.468974146
neonlicht,4,4.21,1.12,14,1,15,3,18,1,12,3.772968873
nep,2,2.2,0.86,15,0,15,4,18,1,9.166666667,3.568654385
nepotisme,2,1.5,1.09,14,1,15,1,18,0.666666667,15.66666667,2.10338832
neppen,3,1.63,1.06,8,7,15,2,20,0.5,11.8,2.250925735
nepstatuut,1,1.87,1.13,15,0,15,3,18,0.944444444,13.94117647,1.983386883
nerd,3,2.73,1.49,15,0,15,4,18,1,11.16666667,2.307277489
nerf,3,4.33,0.89,12,3,15,1,18,0.944444444,9.941176471,2.410150105
nergens,5,1.27,1.03,15,0,15,2,20,1,5.95,2.543826376
neringdoende,5,1.86,1.57,7,8,15,3,18,0.166666667,13.33333333,1.527525232
nerts,5,4.77,0.6,13,2,15,4,18,0.777777778,11.14285714,3.77964473
nerveus,1,2.33,1.11,15,0,15,NA,NA,NA,NA,NA
nervositeit,4,2.4,0.74,15,0,15,NA,NA,NA,NA,NA
nest,2,4.33,1.05,15,0,15,NA,NA,NA,NA,NA
nestelen,4,2.93,1.16,15,0,15,1,18,1,9.444444444,3.091206165
nesteling,5,2.5,1.17,12,3,15,2,20,0.8,11.5625,2.128183889
nestor,5,2.43,1.4,7,8,15,3,18,0.555555556,13.4,2.75680975
nestwarmte,4,3.27,1.03,15,0,15,4,18,0.944444444,10.11764706,2.59524452
net,3,3.2,1.42,15,0,15,NA,NA,NA,NA,NA
netel,4,4.93,0.26,15,0,15,1,18,0.944444444,7.764705882,2.77329704
netelig,3,2.33,1.18,15,0,15,2,20,1,10.3,2.792848009
netelroos,1,4.64,0.63,14,1,15,3,18,1,11.61111111,3.164860166
netheid,3,2.33,1.23,15,0,15,4,18,1,9.333333333,3.086974533
netjes,5,2.4,0.83,15,0,15,1,18,1,6.722222222,2.60780628
netmaag,3,3,1.2,8,7,15,2,20,0.4,12.75,6.273527146
netnummer,2,3.15,1.14,13,2,15,3,18,0.777777778,12.42857143,2.208873215
netto,1,2.13,1.19,15,0,15,NA,NA,NA,NA,NA
netvlies,4,4.13,0.92,15,0,15,4,18,1,11.55555556,2.254987211
netwerk,4,2.43,1.02,14,1,15,1,18,1,11.38888889,2.033220826
netwerken,4,2.67,1.29,15,0,15,2,20,1,12.15,3.453068811
netzak,1,4.33,0.71,9,6,15,3,18,0.555555556,9.3,2.110818693
neuken,4,4.07,1.1,15,0,15,NA,NA,NA,NA,NA
neuker,1,3.33,1.29,15,0,15,4,18,1,12.44444444,2.727252921
neukpartij,2,3.67,0.9,15,0,15,1,18,1,13.05555556,2.099642049
neuraal,4,2.08,0.86,13,2,15,2,20,1,15.15,3.133435982
neuriën,2,4.47,0.64,15,0,15,3,18,1,8.611111111,2.304442995
neurochirurg,1,3.8,1.15,15,0,15,4,18,1,12.94444444,2.999455288
neurologie,2,1.6,0.91,15,0,15,1,18,1,14.27777778,2.052417672
neurologisch,5,2,0.76,15,0,15,2,20,1,14.6,2.50052626
neuroloog,1,3.53,1.3,15,0,15,3,18,1,14.55555556,2.454820521
neuron,2,2.47,1.6,15,0,15,4,18,1,14.11111111,2.784175639
neuronaal,1,2,0.95,12,3,15,1,18,0.833333333,14.26666667,1.869555588
neuroot,5,2,0.88,14,1,15,2,20,0.95,15.15789474,2.339590607
neurose,2,1.71,0.73,14,1,15,3,18,1,15.44444444,3.014127954
neuroticus,2,2.2,1.21,15,0,15,4,18,0.944444444,15.35294118,3.081013966
neurotisch,1,2,1.36,15,0,15,NA,NA,NA,NA,NA
neus,2,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
neusdoek,1,4.87,0.35,15,0,15,1,18,0.888888889,8.375,2.655183609
neusdruppels,1,4.6,0.83,15,0,15,2,20,1,8.2,3.205258837
