word_chinese_simplified,translate_word_english,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,imagine_mean,imagine_sd,avaliability_mean,avaliability_sd,rt_mean,rt_sd,accuracy_mean,accuracy_sd
深思,deep thought,6.83,1.22,5.42,1.31,7,0.31,6.58,1.24,7.95,0.78,7.51,1.41,622.98,38.33,0.876,0.017
神奇,amazing,3.41,0.34,5.29,1.03,5.39,0.78,6.39,0.84,5.77,1.61,6.07,1.45,567.93,34.33,0.934,0.044
神圣,sacred,6.29,1.1,6.29,1.64,6.29,1.19,6.07,1.53,7.26,1.2,6.22,0.72,562.88,24.26,0.886,0.016
审美,aesthetics,2.18,1.14,6.82,0.92,4.5,1.07,6.04,1.74,4.73,2.06,5.34,1.85,516.41,22.25,0.905,0.07
审阅,edit,4.64,1.04,4.83,1.87,5.03,1.51,5.5,1.76,4.81,0.97,5.33,0.72,531.84,43.93,0.886,0.027
升华,sublimation,2.57,1.58,6.17,0.75,5.68,0.37,4.96,1.39,6.46,1.51,5.83,0.99,618.75,33.65,0.934,0.039
生活,life,5.21,1.04,4.5,1.36,6.21,0.63,5.86,1.98,7.35,1,6.86,0.97,546.57,22.91,0.908,0.035
生命,life,5.03,1.3,6.26,1.17,5.68,1.45,6.77,1.49,4.92,1.5,5.34,0.54,540.18,32.26,0.894,0.066
生日,birthday,7.08,1.92,5.92,0.83,6.97,0.54,6.56,1.76,6.79,1.09,6.4,0.61,502.47,30.37,0.955,0.04
生态,eco system,2.89,0.61,5.39,1.07,5.64,1.93,6.23,0.85,3.71,1,4.47,1.21,626.01,38.62,0.927,0.065
生长,grow,6.66,1.74,6.97,1.9,6,1.14,5.68,1.1,7.37,2.2,6.95,0.5,632.77,33.91,0.87,0.014
绳子,rope,6.1,0.61,6.95,1.38,5.66,1.7,5.71,1.76,6.94,0.67,6.31,0.52,615.87,56.46,0.938,0.053
圣洁,holy,6.73,2.01,6.73,1.64,5.36,0.37,6.09,2.03,4.24,1.67,4.5,1.62,533.3,49.06,0.886,0.027
尸骨,dead body,4.43,0.49,5.75,1.75,4,1.24,4.07,1.26,5.79,1.53,5.63,0.99,500.95,45,0.92,0.02
失宠,out of grace,4.32,0.36,4.18,1.06,4.91,1.83,4.32,1.88,6.29,0.91,5.53,1.99,537.71,27.76,0.905,0.031
失恋,failed relationship,2.33,0.38,6.37,1.81,2.63,1.47,5.17,0.97,3.48,1.99,4.58,0.91,534.43,23.36,0.919,0.052
失眠,insomnia,3.39,0.59,5.15,0.55,5.76,1.88,5.73,1.56,6.97,0.71,6.28,1.05,641,33.74,0.926,0.028
失身,lose oneself,5.09,0.41,4.68,1.41,5.23,0.64,4.43,1.41,6.43,1.55,6.54,1.28,586.35,29.46,0.877,0.014
师范,normal school,5.32,0.56,4.44,1.53,6.46,1.4,6.05,1.02,7.91,1.5,7.08,1.24,509.67,35.51,0.939,0.035
诗歌,poetry,5.77,1.29,5.8,0.49,5,1.36,5.63,1.33,5.65,0.78,5.95,1.35,529.88,56.42,0.908,0.061
虱子,lice,5.39,1.09,5.54,1.27,5.64,1.31,3,1.54,6.82,0.76,5.84,1.18,627.09,26.01,0.91,0.061
湿度,humility,5.98,2.33,5.49,0.92,5.15,0.39,4.63,1.84,6.31,2.06,5.26,0.73,518.65,37.23,0.956,0.057
时代,times,6.55,0.75,5.82,1.15,5.36,1.72,3.95,0.85,5.24,0.76,4.89,0.8,496.09,44.81,0.899,0.046
时光,time,2.66,1.4,6.1,0.46,4.66,1.34,5.34,0.9,4.83,1.94,5.58,0.45,537.06,51.2,0.928,0.06
时间,time,4.05,0.82,4.77,1.24,5.82,1.78,4.64,1.24,4.68,0.39,4.76,0.25,605.49,36.3,0.876,0.039
时尚,fashion,1.23,1.19,7.41,1.43,4.18,1.87,4.77,1.99,3.26,2.11,3.76,0.98,492.58,22.16,0.931,0.052
实际,factual,3.03,1.71,6.66,1.59,4.63,1.09,3.97,2.01,4.74,0.68,5.01,0.95,523.54,59.64,0.872,0.009
实力,power,8.23,1.1,5.32,1.33,6.73,0.76,6.07,1.49,7.25,1.98,6.66,0.9,571.56,48.66,0.948,0.019
拾荒,scavenge,3.56,1.59,6.86,1.74,4.92,1.77,5.44,0.86,5.26,0.95,5,1.59,547.28,45.25,0.894,0.019
食品,food,5.23,2.29,5.45,1.99,6.27,1.3,5,1.75,6.63,2.11,5.34,0.39,507.61,33.65,0.892,0.061
史书,historic books,1.87,2,7.3,0.54,5.73,0.5,5.14,1.29,5.71,0.62,5.76,0.85,618.51,30.35,0.915,0.036
使命,mission,4.54,0.72,5.86,0.72,3.5,1.12,5.11,1.32,3.06,1.97,4.2,1.08,471.89,54.9,0.88,0.049
始终,from the beginning to the end,6.71,0.8,6.46,1.49,5.14,1.92,5.86,1.33,6.97,2.11,6.27,1.37,536.35,45.91,0.93,0.051
士兵,soldier,4.39,2.25,4.61,0.89,6.39,1.78,5.51,0.63,6.89,2.2,6.11,1.54,507.52,40.3,0.917,0.044
世纪,century,4.29,1.7,3.68,1.15,5,0.92,5.66,0.87,3.94,2.01,4.8,0.67,496.76,29.94,0.955,0.066
世界,world,4.82,0.63,4.45,2.03,5.91,1.4,5.68,1.16,5.82,0.91,5.26,1.85,614.65,22.82,0.927,0.059
世俗,worldly,4.14,1.99,3.29,1.96,5.57,0.79,6.24,1.95,6.74,1.62,5.21,0.64,535.71,28.55,0.902,0.058
世袭,hereditary,6.59,0.76,5.68,0.8,5.23,1.86,3.67,1.35,5.45,1.57,4.84,1.36,579.86,40.51,0.94,0.041
势利,snobbish,7.18,1.18,6.82,0.85,4.23,0.96,2.82,1.45,5.53,1.35,5.08,1.32,574.33,57.56,0.943,0.057
事故,accident,2.17,1.75,7.1,1.33,2.67,1.7,3.43,1.03,4.32,1.6,4.96,1.82,484.03,49.85,0.92,0.027
事实,fact,4.77,1.41,4.23,1.59,4.55,1.29,5.18,2.09,3.47,1.74,4,0.97,495.8,39.22,0.959,0.03
事态,situation,4.71,1.94,4.14,1.92,7.61,1.42,5.39,0.95,7.99,1.91,7,1.2,564.33,59.18,0.874,0.043
事物,matters,4.98,1.14,3.75,0.78,5.61,1.19,4.31,1.66,7.09,1.36,6.42,0.5,623.55,27.27,0.931,0.035
事业,carrer,5.64,0.57,5.55,1.1,5.73,1.16,5.82,1.17,4,2.22,4.61,0.6,521.78,37.65,0.908,0.068
侍卫,body guard,6.57,1.01,5.47,0.49,5.07,1.13,3.86,1.59,6.75,1.41,6.46,1.54,517.86,31.35,0.918,0.032
视角,perspective,4.17,1.47,3.46,2.07,5.88,0.75,5.46,0.88,7.15,1.81,6.15,0.4,638.9,59.77,0.894,0.055
视觉,sense of sight,4.58,1.14,4.13,0.69,5.77,1.84,5.14,2.1,5.87,1.16,5.42,1.03,627.98,53.94,0.95,0.021
视线,eye sight,5.17,0.52,4.07,0.69,5.44,0.9,5.15,1.25,5.25,0.89,5.2,1.37,581.42,56.52,0.908,0.041
是非,moral compass,2.86,0.68,4.78,1.45,6.28,0.63,4.86,1.05,6.58,1.39,6.53,1.38,599.89,62.77,0.874,0.057
适当,proper,5.14,1.77,5.73,1.78,2.97,1.79,5.33,1.77,3.86,1.28,5.04,0.27,488.64,28.77,0.884,0.015
适度,proper,6.61,2.05,6.34,1.49,6.59,1.2,7,1.69,7.58,1.09,6.29,0.88,522.69,24.05,0.947,0.009
适宜,proper,5.8,0.44,4.53,1.14,6.47,0.68,5.73,0.88,7.06,0.92,6.59,1.64,563.64,50.14,0.874,0.02
释怀,resolution,6.36,1.45,4.73,0.96,5.14,1.76,5.91,0.97,4.08,0.42,4.86,0.3,558.99,49.54,0.922,0.022
誓言,vow,6.69,1.18,4.72,2,6.44,0.76,5.89,0.55,6.72,1.09,6.58,1.21,570.27,50.1,0.938,0.045
收藏,collection,2.98,1.49,3.27,1.15,4.51,1.27,5.37,0.62,6.03,2.08,5.46,0.59,584.56,48.65,0.897,0.023
收获,harvest,6.27,1.15,5.98,1.52,5.88,1.43,6.27,1.5,5.57,1.75,6.17,1.32,623.6,51.15,0.933,0.052
收纳,collect,1.86,1.9,6.44,1.7,4.72,1,5.68,0.71,4.53,0.41,4.78,0.58,588.57,59.7,0.947,0.051
收押,confiscate,2.22,1.7,6.92,1.94,5.47,0.81,3.58,1.07,7,1.07,6.6,0.34,542.47,61.61,0.923,0.009
收养,adopt,5.42,2.05,4.5,1.76,6.11,1.25,4.89,1.38,5.81,1.08,5.33,0.8,558.19,48.97,0.903,0.018
收益,profit,6.54,1.99,4.95,0.48,5.18,1.61,6.77,0.86,4.18,1.53,4.76,0.28,556.35,44.08,0.93,0.036
手法,method,6.27,0.41,4.59,0.54,5.41,1.93,5.07,2,6.98,1.78,6.17,0.91,504.3,34.34,0.905,0.048
手工,handcraft,1.5,2.27,6.4,1.4,4.57,1.94,5.57,1.04,4.31,1.23,5.47,0.74,587.39,54.75,0.872,0.067
手铐,cuff,4,1.02,4.27,1.35,4.27,1.72,2.77,1.56,3.68,1.8,3.97,1.22,504.66,22.82,0.909,0.013
手枪,rifle,2.8,0.85,6.49,1.87,4.66,1.86,4.39,1.19,6.08,1.66,5.78,1.74,527.8,42.65,0.935,0.07
手艺,skill,7.04,1.26,6.18,0.74,6.75,1.37,6.44,0.76,7.05,1.11,6.98,0.28,567.02,25.61,0.896,0.017
守灵,vigil,4.86,0.65,5.86,1.88,4.47,1.22,4.25,0.7,4.84,1.67,5.65,1.74,578.53,53.09,0.892,0.066
守则,rules,1.86,1.93,6.91,1.23,5.66,1.37,5.22,1.64,6.54,2.1,6.05,0.78,625.28,59.49,0.892,0.025
首创,innovate,5.97,1.43,4.95,2.09,5.54,0.92,5.15,0.6,7.37,1.27,6.58,1.1,572.07,58.95,0.877,0.056
首饰,jewelry,4.86,1.44,6.04,1.87,6.04,0.65,5.96,1.58,7.37,1.25,6.6,0.54,513.91,63.1,0.943,0.016
寿命,life span,5.44,1.55,3.44,1.99,5.32,1.58,5.09,1.92,5.37,0.71,4.76,1.11,554.96,34.53,0.925,0.015
寿桃,peaches offered as a birthday present,6.05,1.78,6.09,0.48,5.77,1.87,5.73,1.81,4.29,1.26,4.66,1.85,617.65,24.3,0.938,0.021
寿星,the long-living people,5.61,0.81,4.66,1.76,5.37,0.83,5.09,0.87,3.59,1.28,4.86,0.33,562.74,40.88,0.897,0.013
枢纽,hub,6.66,1.52,7.34,0.44,6.83,1.98,6.36,1.43,7.67,1.51,7.47,0.96,557.44,25.59,0.881,0.008
淑女,lady,6.17,2.33,6.19,0.78,7.06,1.31,5.58,0.93,7.28,1.83,6.6,1.32,574.64,32.72,0.879,0.049
舒畅,comfortable,4.03,0.91,3.43,1.8,4.03,1.73,6.73,1.91,5.48,0.99,4.84,1.9,584.6,56.71,0.949,0.066
蔬菜,vegetables,6.64,2.27,3.89,0.54,7.53,0.9,7.78,1.57,7.49,0.79,6.7,0.52,549.66,32.09,0.875,0.025
熟悉,familiar,5.36,2.01,3.95,0.56,6.09,1.41,5.45,1.45,4.37,0.67,4.5,1.6,629.07,55.09,0.928,0.038
暑假,summer holiday,7.58,1.78,5.25,1.64,4.58,1.1,6.42,1.1,5.51,0.73,5.91,0.85,574.12,53.81,0.939,0.03
属性,nature,5.34,1.47,4.71,0.92,4.83,1.47,5.22,2.01,5.17,1.28,5.77,0.27,589.61,58.7,0.899,0.059
树冠,tree crown,3.68,1.8,6.14,2.1,4.36,1.83,4.59,1.8,3.76,1.8,5.05,0.27,497.95,33.16,0.898,0.06
树林,woods,6.2,1.93,4.57,0.65,5,0.34,5.33,0.89,4.93,2.12,4.84,1.03,544.99,45.33,0.928,0.058
数据,statistics,4.73,0.56,6.27,1.04,4.55,1.38,5.05,0.8,3.82,1.2,4.08,0.45,487.76,52.93,0.943,0.026
数量,quantity,4.41,2.32,3.68,1.02,4.45,0.69,4.45,1.92,7.42,0.9,6.87,0.87,524.67,61.18,0.894,0.018
刷新,refresh,5.78,2.3,3.44,1.62,3.25,1.5,6.69,1.22,4.67,1.84,5.56,1.38,487.41,34.67,0.874,0.009
衰老,age,1.97,0.44,6.69,1.43,4.11,0.41,3.54,1.79,4.61,1.12,4.74,1.94,566.7,33.22,0.914,0.007
衰弱,weak,6.71,0.44,5.37,0.98,5.17,1.14,3.59,2.09,5.65,2.11,5.02,1.17,546.53,24.77,0.891,0.064
爽快,readily,7.06,0.49,6.08,0.48,7.83,1.1,7.67,1.33,7.63,1.67,7.53,1.9,559.93,24.97,0.893,0.051
爽朗,bright and clear,7.27,1.64,4.33,1.48,6.83,0.85,6.86,1.3,6.76,1.61,6.76,0.86,552.61,36.65,0.888,0.02
水稻,rice plant,5.69,0.47,4.31,1.06,4.75,1.8,5.08,1.59,4.95,1.34,5.62,0.42,510.38,53.76,0.944,0.026
水晶,crystal,5.36,2.2,6.58,1.72,6.89,1.94,7.19,1.83,6.79,2.01,6.58,1.52,553.41,37.11,0.935,0.04
水平,competence,4.44,1.25,3.39,1.83,4.63,1.76,5.31,0.9,4.81,0.66,4.7,1.93,562.56,38.41,0.95,0.015
水仙,narcissus,3.41,1.14,5.23,0.59,6.5,1.11,5.8,1.83,5.29,2.1,4.49,0.24,503.78,40.42,0.9,0.042
税收,tax,6.66,0.99,5.63,1.55,5.97,1.4,4.2,1.51,6.04,1.91,5.86,0.85,557.01,59.68,0.881,0.05
睡眠,sleep,6.82,1.6,5.13,1.09,5.23,0.54,7.23,1.83,4.92,0.55,5.03,0.88,570.18,39.66,0.9,0.061
顺序,order,4.22,1.67,4.34,0.76,5.63,1.5,5.1,1.08,6.89,0.82,6.28,0.97,628.64,32.77,0.879,0.052
瞬间,instant,3.31,0.39,6.54,0.66,4.29,0.9,5.11,1.92,4.14,0.36,4.81,1.81,474.07,22.2,0.878,0.04
司仪,host,4.82,1.45,3.29,1.98,4.68,1.55,4.96,0.89,5.44,1.5,5.97,1.85,517.05,63.38,0.918,0.008
私奔,elope,2.52,1.92,5.28,1.08,3.6,1.81,4.74,2.05,3.91,2.12,4.88,0.35,492.77,28.18,0.907,0.03
思考,think,5.36,2.09,5.04,1.98,5.46,0.85,4.94,0.62,5.51,2.11,5.78,1.64,577.21,55.57,0.877,0.038
思维,logic,2.06,1.92,7.22,0.98,4.56,0.36,5,1.55,4.81,1.9,5.23,1.99,579.96,31.19,0.96,0.022
死囚,Death row inmates,2.29,1.13,6.85,1.29,3.78,0.35,3.68,0.86,5.77,1.41,4.97,1.99,553.59,56.74,0.872,0.028
死刑,death penalty,4.64,0.9,4.29,1.1,6.5,0.88,3.07,1.41,6.48,0.7,5.54,0.44,603.5,58.91,0.904,0.024
死罪,death penalty,5.1,0.36,4.95,0.86,4.88,1.72,5.27,0.63,6.62,1.86,6.32,1.21,509.7,30.02,0.889,0.052
寺院,temple,5.05,1.39,5.09,1.58,6.09,0.83,3.95,1.88,6.71,0.43,5.66,1.47,545.4,57.04,0.908,0.042
夙愿,wish,4.45,0.37,3.76,0.99,4.62,1.76,4.81,0.83,3.97,1.65,4.21,1.56,553.3,35.08,0.896,0.024
素质,quality,5.5,0.44,4.05,1.77,5.55,0.42,5.36,1.03,7.53,2.18,6.47,1.93,570.8,34.77,0.871,0.026
速度,speed,4.02,0.71,4.44,1.04,5.98,1.99,6.44,1.64,7.77,1.24,6.82,1.7,515.17,62.68,0.895,0.015
算计,calculate,5.11,2.28,5.29,1.82,6.23,0.9,4.23,2.02,5.12,1.08,5.07,1.35,512.92,56.5,0.915,0.057
岁月,ages,5.23,2.08,4.45,1.29,5.91,0.5,5.91,1,6.76,1.35,6.74,1.8,582.41,31.72,0.93,0.029
太监,eunuck,3.82,0.64,6.54,1.04,4.14,1.11,4.43,1.09,4.94,0.47,5.53,0.45,478.26,50.66,0.924,0.028
贪婪,greedy,4.68,1.4,4.32,0.89,4.86,1.86,3.69,1.6,6.42,2.01,6.03,0.64,589.69,23.5,0.953,0.028
贪污,corruption,2,2.18,7.55,1.48,2.91,0.49,2.5,1.1,4.42,0.49,4.21,1.89,575.9,28.1,0.941,0.059
瘫痪,paralyze,4.83,1.45,4.67,1.15,6.53,0.36,4.47,0.82,6.13,0.5,6.45,0.95,634.85,22.49,0.901,0.056
逃兵,army deserter,6.03,0.46,5.3,1.93,6.33,1.9,5.33,1.32,6.65,0.97,6.42,1.21,593.87,53.15,0.888,0.06
逃跑,run away,4.89,0.58,2.58,1.22,6.83,1.84,6.53,1.69,7.51,2.04,7.19,1.13,617.98,58.6,0.931,0.063
讨伐,hunt down,6.75,1.48,7.07,0.76,4.25,1.46,4.44,2,4.86,0.99,5.7,2,522.68,56.43,0.939,0.015
梯田,terraced fields,4.17,2.34,3,1.68,6.9,1.58,6.33,0.64,6.42,1.03,5.91,0.44,541.9,25.32,0.893,0.066
题材,theme,5.5,0.73,5.05,0.55,4.45,0.37,4.86,1.12,3.97,1.99,4.18,1.97,552.83,40.15,0.873,0.011
体操,gymnastics,4.95,0.84,5.82,1.95,6.82,1.52,4.55,1.77,7,1.59,6.37,0.34,523.75,27.05,0.895,0.06
体验,experience,7.55,1.4,6.59,0.59,4.14,1.29,4.89,1.28,4.16,1.89,5.32,1.22,501.04,52.38,0.908,0.041
天鹅,swan,7.23,0.9,5.3,1.17,6.93,1.06,6.53,0.83,6.94,0.86,6.07,0.53,595.98,61.41,0.926,0.051
天空,sky,7.57,1.43,5.41,1.45,7.17,0.34,8.13,1.14,6.54,0.45,6.52,1.35,518.73,30.34,0.915,0.038
天文,cosmology,5.03,0.8,4.9,0.99,3.33,1.32,5.43,2.05,3.42,0.38,4.83,1.2,559.96,48.4,0.948,0.032
田野,wild fields,4.92,0.7,4.28,2.04,7,0.74,6.63,1.11,7.3,0.4,6.41,0.95,619.26,24.83,0.913,0.015
条理,organization,6.06,1.73,4.51,1.72,6.54,0.83,5.25,0.68,7.26,1.98,6.76,1.93,604.27,58.9,0.911,0.03
条例,regulation,6.61,0.46,4.39,0.43,3.94,1.12,4.89,0.78,4.49,1.74,4.91,1.98,557.42,32.83,0.878,0.019
条目,items,4.55,1.62,3.55,0.83,6.18,0.51,4.91,1.29,7.13,1.68,6.03,0.27,525.54,59.83,0.877,0.033
调和,coordinate,3.53,1.8,5.47,0.47,5.81,0.94,5.97,0.57,7.37,1.03,6.77,1.05,561.09,57.91,0.952,0.046
铁路,rail road,6.46,1.33,5.98,0.94,6.93,1.94,6.9,0.76,8.32,2.05,7.15,0.64,617.51,31.97,0.938,0.037
通讯,communication,4.68,1.83,3.36,1.67,7.71,0.88,5.89,0.6,7.86,2.15,7.41,0.43,639.24,46.56,0.911,0.024
同胞,country man,6.74,1.06,6.66,2.09,6.54,0.27,5.21,1.26,7.37,1.97,6.67,1.45,632.59,53.71,0.905,0.061
同情,sympathize,6.93,0.77,6.87,0.57,6.87,0.96,6.03,0.79,7.68,2.13,6.97,0.72,513.45,41.96,0.889,0.023
童年,childhood,7.31,0.58,5.54,0.43,5.94,1.3,6.03,1.87,5.22,0.46,5.7,0.61,508.92,39.08,0.918,0.05
头发,hair,4.95,2.24,2.71,0.8,4.49,1.33,5.1,0.88,2.97,0.64,3.34,0.87,474.41,25.94,0.896,0.047
头绪,clue,6.8,1.79,6.11,1.12,6.71,1.69,6.8,1.99,7.15,1.6,6.38,0.76,600.16,42.77,0.892,0.052
投资,invest,6.68,0.91,5.5,1.18,6.61,1.77,4.94,0.69,6.65,0.45,6.16,0.49,637.64,26.03,0.891,0.054
屠夫,butcher,3.85,2.2,4.29,1.72,7.02,0.59,6.83,1.4,8.06,0.39,6.68,1.36,629.44,30.7,0.913,0.031
屠杀,massacre,1.33,1.62,6.31,0.96,5.67,0.58,4.89,1.48,6.91,0.44,6.26,0.91,610.56,29.68,0.917,0.031
土匪,bandits,4.31,2.07,4.8,1.98,3.6,1.28,3.83,1.83,5.05,1.19,5.43,1.17,479.04,63.5,0.954,0.03
团聚,reunion,7.47,0.72,6.83,1.03,6.97,0.47,7.23,1.28,7.7,0.6,7.39,0.65,559.93,52.07,0.935,0.063
退化,degenerate,2.8,0.75,4.27,1.78,5.22,1.31,5.1,1.24,4.85,0.94,5.14,1.83,537.33,56.88,0.904,0.037
吞并,merge,6.53,2.07,4.7,1.6,6.5,0.38,5.45,0.56,6.14,0.83,4.74,1.38,576.06,24.26,0.931,0.026
外交,diplomatic,4.71,0.61,3.29,0.96,6.46,0.8,6.93,1.87,7.29,1.19,6.67,0.49,519.81,44.11,0.952,0.058
完美,perfect,6.94,1.92,6.44,1.84,5.61,1.42,5.83,1.82,5.21,1.11,5.02,1.15,620.39,34.01,0.875,0.055
晚霞,sunset,6.9,1.13,7.47,0.56,7.07,0.37,6.5,1.96,7.42,1.66,6.74,1.01,590.61,63.41,0.932,0.066
婉约,euphemistic,5.82,0.54,5.32,0.72,4.59,1.36,5,1.88,3.39,2.21,3.42,1.14,521.19,36.63,0.903,0.02
旺盛,prosperous,5.39,0.92,6.19,0.85,6.03,1.81,6.22,1.57,6.98,0.8,6.7,0.42,526.3,41.71,0.917,0.054
威胁,threat,2.17,1.09,6.32,1.54,4.24,0.68,5.85,1.78,5.2,1.91,5.77,1.28,554.1,26.81,0.881,0.064
威严,dignified,6.05,0.34,5.17,0.88,5.83,1.71,4.68,1.14,6.89,0.66,6.35,1.59,569.23,35.34,0.912,0.016
微妙,subtle,6.29,2.17,7.06,1,6,0.97,5.88,1.26,6.68,1.49,6.3,1.16,610.94,33.89,0.949,0.051
微笑,smile,4.47,1.43,4.97,1.45,6.97,0.98,7.5,1.97,7.09,0.77,6.68,1.95,556.01,28.24,0.925,0.05
维持,persist,2.62,0.8,6.36,0.56,6.97,1.47,5.75,1.88,7.47,0.87,7.49,0.58,514.22,44.77,0.879,0.048
伟大,great,3,1.32,4.5,0.5,5.73,1.05,5.54,1.13,6.34,0.46,6,1.98,606.06,35.08,0.876,0.016
伪装,fake,5.5,1.12,4.86,1.51,4.72,0.59,4.83,1.57,4.67,0.91,4.79,1.34,557.71,42.29,0.933,0.055
委屈,feel wronged,1.67,0.94,6.72,1.17,5.67,0.66,4.53,1.53,6.47,1.38,6.07,1.55,514.13,61.07,0.907,0.07
委婉,euphemistic,4.6,2.05,4.4,1.89,4.17,0.91,5.43,0.57,4.44,1.91,5.5,1.36,573.93,63.11,0.895,0.05
畏惧,timid,6.5,1.01,6.89,0.76,4.07,0.49,3.46,1.03,4.54,0.73,5.37,0.24,584.99,47.72,0.931,0.038
温泉,hot spring,7.11,1.7,4.81,2.1,5.86,1.9,6.33,1.06,5.21,0.49,5.21,0.77,540.79,60.95,0.933,0.022
文化,culture,5.31,1.3,4.74,1.55,4.77,1.74,6,1.6,4.81,1.94,5.54,1.51,540.9,62.16,0.904,0.038
文明,civilization,4.6,2.18,3.89,1.6,4.29,0.53,5.21,1.76,4.41,2.04,5.22,1.92,490.7,22.2,0.936,0.039
文学,literature,6.6,1.82,3.74,1.03,5.91,0.5,6.34,1.49,7.14,0.46,7.16,0.38,527.1,51.24,0.885,0.02
问号,period,5.46,1.69,3.71,1.3,5.98,0.54,5.24,0.61,6.29,0.96,5.46,0.53,501.86,60.59,0.926,0.009
问题,problem,4.55,1.61,4.77,1.18,6.09,0.96,5.8,2.05,6.92,0.87,6.24,1.05,632.31,35.82,0.947,0.032
乌鸦,black crow,3.75,0.67,6.25,1.77,5.47,1.01,4.1,1.35,5.74,1.57,5.94,1.24,518.69,46.61,0.906,0.012
污垢,dirt,4.29,0.95,5.08,1.84,4.2,0.68,4.8,1.3,5.05,1.42,5.08,1.58,576.04,62.48,0.921,0.032
巫婆,witch,6.56,2.01,6.08,2.07,5.56,0.33,3.64,1.49,6.19,0.95,5.58,1.94,603.87,44.84,0.872,0.061
诬告,set a person  up,3.25,1.6,4.57,1.64,3.14,1.59,2.05,1.72,4.89,1.89,4.53,0.65,528.43,50.23,0.876,0.032
无赖,jackass,2.09,2.18,6.03,0.51,3.37,0.41,4.51,1.87,4,1.16,4.43,0.39,519.13,47.49,0.906,0.03
无情,ruthless,2.39,0.4,6.18,1.7,5.75,0.33,3.86,0.92,6.44,1.78,5.94,0.56,575.12,34.12,0.873,0.044
梧桐,parasol tree,5.71,1.99,5.23,1.67,4.69,1.67,5.51,1.85,3.3,1.38,4.57,0.86,591.98,49.44,0.894,0.036
五官,facial features,6.93,1.31,5.68,1.18,5.45,0.84,6,0.98,5.79,0.81,5.21,1.68,524.5,38.11,0.959,0.026
舞台,stage,1.45,0.42,7.77,1.87,6.23,0.58,5.59,1.97,5.95,1.96,5.53,1.61,584.82,38.46,0.958,0.022
误会,misunderstanding,2.82,1.96,5.86,1.24,4.73,1.78,4.41,1.45,6.29,0.34,5.35,0.91,587.52,41.43,0.918,0.022
夕阳,sunset,7.07,1.54,5.87,1.79,6.63,0.99,6.87,1.08,7.06,0.54,7,0.99,529.74,29.97,0.95,0.061
西餐,western food,5.17,0.4,5.03,0.72,3.83,1.49,4.69,1.57,3.89,2.1,4.76,1.93,497.95,27.87,0.895,0.037
西施,Xi Shi(an ancient beauty),5.82,1.59,3.21,0.48,6.36,0.94,5.94,0.59,7.6,2.03,6.58,0.64,588.7,34.83,0.939,0.035
西式,western,5.67,1.7,4.93,1.97,4.63,1.7,4.9,1.49,4.23,0.95,4.89,0.66,491.27,63.1,0.898,0.061
昔日,old times,4.77,2.29,3.14,0.75,4.41,0.37,5.41,0.86,3.03,0.94,3.53,0.9,573.47,45.67,0.94,0.013
习惯,habit,5.05,0.49,5.17,0.81,5.9,0.94,6.83,1.82,4.09,0.62,5.51,0.73,582.39,40.29,0.911,0.056
喜爱,like,7.64,0.78,6.64,1.53,7.25,0.28,5.89,0.84,6.24,0.76,5.35,0.3,516.27,40.75,0.883,0.013
喜报,good news,7.5,1.68,7.2,0.62,5.8,0.45,6.93,1.29,5.78,0.66,4.91,1.63,503.41,63.84,0.912,0.01
喜庆,festive,6.39,1.51,6.82,0.96,4.14,0.45,7.59,1.76,4.24,0.37,5.21,1.98,580.34,60.15,0.954,0.017
喜鹊,magpie,6.14,1.59,6.42,0.98,6.44,1.81,5.94,1.79,7.21,2.04,7.07,0.99,590.59,27.43,0.904,0.011
喜糖,candies for wedding,4.02,2.33,5.83,1.64,5.88,1.71,5.44,1.7,5.62,1.86,5.05,1.18,584.97,59.18,0.883,0.065
细胞,cell,4.42,1.33,3.44,0.74,4.42,1.14,5.97,1.52,5.86,0.53,6.16,0.37,478.86,27.99,0.909,0.063
细腻,subtle,5.23,0.59,4.05,1.91,4.95,1.72,4.91,0.68,4.82,0.37,4.61,0.51,519.13,55.05,0.919,0.018
显赫,outstanding,7.14,0.35,5.18,1.72,5.68,0.41,6.4,1.54,6.86,1.22,6.36,0.27,604,51.47,0.896,0.047
现实,reality,6.68,0.86,6.32,1.2,4.86,1.68,6.03,0.84,6.35,2.06,5.81,0.59,493.44,63.11,0.933,0.045
乡亲,village people,4.85,0.44,4.83,0.79,4.72,1.22,4.97,1.27,3.85,1.7,3.97,1.17,588.81,52.35,0.881,0.035
相册,photo album,6.5,0.66,6.55,1.28,6.82,0.83,5.5,1.14,7.83,1.89,7.03,1.94,520.7,60.77,0.928,0.01
香烟,cigarette,5.2,2.28,4.88,1.87,5.12,1.67,4.93,1.27,6.31,1.34,5.6,1.8,536.08,55.87,0.87,0.061
消极,negative,4.54,0.8,3.61,1.38,3,1.42,2.29,1.29,4.93,1.49,5.06,1.71,500.15,55.46,0.873,0.05
嚣张,outrageous,2.14,1.4,6.59,1.81,3.41,0.4,3.45,2.02,3.47,2.09,4.05,1.52,530.01,28.97,0.904,0.024
小贩,vendor,1.42,1.57,7.25,2.06,4.25,1.99,4.46,0.73,3.69,0.55,4.27,1.18,572.91,42.91,0.889,0.032
