word_russian,pos,translate_word_english,n,valid_n,percent_known,aoa_mean,aoa_sd,frequency,frequency_zipf,concrete_mean_grigoriev2022,concrete_soloviev2022_1000,concrete_mean_soloviev2022_500,imagine_mean_grigoriev2009,imagine_mean_tsaparina2011,imagine_mean_pashneva2014,imagine_mean_akinina2014,familiar_mean_tsaparina2011,familiar_mean_grigoriev2010,familiar_mean_pashneva2014
адвокат,s,"lawyer, attorney, advocate",21,21,1,10.0952381,3.315188711,49.3,4.62,NA,NA,1.405228758,NA,NA,NA,NA,NA,NA,NA
адвокатский,a,"lawyer's, legal",23,23,1,13.95652174,3.336822943,7.1,2.25,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
адвокатура,s,"the bar, the legal profession",20,20,1,12.2,2.566997017,2.4,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адекватно,adv,adequately,24,24,1,8.916666667,3.105628364,5.2,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адекватный,a,"adequate, appropriate, sane",20,20,1,9,3.060787652,17.8,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адепт,s,"adept, follower, devotee",22,17,0.772727273,14.05882353,3.268611866,2.8,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
администратор,s,"administrator, manager",26,26,1,10,2.727636339,15.6,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
администрация,s,"administration, management",22,22,1,9.636363636,1.989148048,98.3,4.41,5.444444444,1.673469388,NA,NA,NA,NA,NA,NA,NA,NA
администрирование,s,administration (the act of),28,23,0.821428571,14.34782609,2.978845042,2.4,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адмирал,s,admiral,21,21,1,9.714285714,2.951996903,13.5,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адмиралтейский,a,admiralty,20,20,1,13.7,3.113637237,4,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адмиралтейство,s,admiralty,23,20,0.869565217,14.5,3.236307187,2.8,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адмиральский,a,admiral's,20,20,1,11.25,3.683176547,0.9,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адреналин,s,adrenaline,20,20,1,12.2,3.188796176,2.8,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адрес,s,address,23,23,1,5.260869565,1.763709709,92.7,4.81,NA,2.507692308,NA,NA,NA,NA,NA,NA,NA,NA
адресат,s,"addressee, recipient",20,20,1,8.95,2.645253943,6.7,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адресный,a,address,20,20,1,9.3,3.113637237,4.1,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адресовать,v,"to address, to direct",22,22,1,10.18181818,2.500216441,11.1,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адский,a,"infernal, hellish, fiendish",20,20,1,10.05,4.173538194,6.6,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адъютант,s,"adjutant, aide-de-camp",21,19,0.904761905,13.26315789,2.376788339,6.7,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
адюльтер,s,adultery,21,13,0.619047619,16.53846154,3.017045592,1.2,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ажиотаж,s,"frenzy, hype, speculation",22,22,1,10.90909091,3.069187746,4,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ажиотажный,a,"frenzied, speculative",21,20,0.952380952,13.2,3.650522673,0.4,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ажур,s,"openwork, filigree, ledger precision",21,18,0.857142857,13.61111111,4.103640979,1,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ажурный,a,"openwork, filigree; precise (accounting)",21,21,1,11.66666667,3.260879227,4.2,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азалия,s,azalea,23,15,0.652173913,16.06666667,3.692979182,1.2,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азарт,s,"excitement, passion, gambling spirit",21,21,1,9.047619048,2.312491956,11.8,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азартно,adv,"excitedly, with passion",30,30,1,11.06666667,2.462593717,3.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азартный,a,"excited, passionate; gambling",21,21,1,10.71428571,2.985680109,5.8,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азбука,s,"alphabet, primer, basics",21,21,1,4.857142857,1.276154939,3.7,3.54,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
азбучный,a,"alphabetical; elementary, basic",20,18,0.9,7.944444444,3.472111109,0.8,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азимут,s,azimuth,25,22,0.88,13.04545455,2.80267343,1.6,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азот,s,nitrogen,22,22,1,11.40909091,2.648613131,7.9,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
азотный,a,nitrogen,22,22,1,13.13636364,2.210267266,1.4,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аист,s,stork,26,26,1,4.384615385,1.551178212,3.1,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
айва,s,quince,21,17,0.80952381,10.94117647,4.492641042,0.9,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
айкидо,s,aikido,23,21,0.913043478,10.33333333,3.183289703,0.8,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
айсберг,s,iceberg,1627,1627,1,7.800860479,2.433554742,4.2,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
академик,s,academician (full member of an academy),28,28,1,11.03571429,2.714598979,49.2,4.13,NA,NA,1.516339869,NA,NA,NA,NA,NA,NA,NA
академический,a,academic,20,20,1,13.2,3.138890183,19.6,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
академия,s,academy,24,24,1,9.666666667,2.598773401,70.3,4.21,NA,1.979166667,NA,NA,NA,NA,NA,NA,NA,NA
акация,s,acacia,23,23,1,9.565217391,3.422201404,4.1,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акваланг,s,"aqualung, scuba gear",26,26,1,7.769230769,2.214636626,1.9,2.19,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA
аквалангист,s,scuba diver,24,23,0.958333333,10.17391304,2.569969471,0.9,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аквамарин,s,aquamarine,20,19,0.95,12.94736842,3.239919138,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аквапарк,s,water park,26,26,1,6.346153846,1.831770896,0.9,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акварель,s,watercolor,23,23,1,5.608695652,1.405803893,4,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акварельный,a,watercolor,22,22,1,6.181818182,1.622354657,1.4,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аквариум,s,aquarium,20,20,1,6.5,2.013114895,8.3,3.58,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA
аквариумный,a,aquarium,20,20,1,7.5,2.56494588,0.6,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акватория,s,"water area, basin (e.g., port waters)",24,22,0.916666667,11.59090909,6.609222207,4.2,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акведук,s,aqueduct,30,8,0.266666667,14,2.507132682,0.4,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акклиматизация,s,acclimatization,23,23,1,12,2.954195784,1,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккомпанемент,s,accompaniment (music),23,20,0.869565217,13.45,3.953346351,3.7,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккомпаниатор,s,accompanist,28,15,0.535714286,13.93333333,3.305118685,1,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккомпанировать,v,to accompany (music) (imperf.),30,28,0.933333333,12.64285714,2.857275129,2.5,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккорд,s,chord (music),22,21,0.954545455,10,2.469817807,7,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккордеон,s,accordion,20,19,0.95,7.842105263,1.833732014,4.2,3.03,NA,NA,NA,5.93,3.62,NA,NA,2.31,1.65,NA
аккордеонист,s,accordionist,26,23,0.884615385,11.13043478,2.801044413,0.5,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккредитация,s,accreditation,20,18,0.9,15.72222222,1.363626461,2.1,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккредитив,s,letter of credit,23,10,0.434782609,15.1,2.024845673,3.8,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккредитовать,v,to accredit,23,23,1,15.2173913,1.730909423,1.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккумулирование,s,accumulation,28,22,0.785714286,14,2.488066758,0.4,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккумулировать,v,to accumulate,21,17,0.80952381,12.76470588,2.513200444,2.1,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккумулятор,s,"accumulator, battery (rechargeable)",24,24,1,8.75,3.096281079,5.1,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккумуляторный,a,battery,20,20,1,11.65,2.601113122,1.6,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккумуляция,s,accumulation,28,21,0.75,13.47619048,3.655393927,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккуратненький,a,"neat and tidy, very precise",20,20,1,6.65,2.641271624,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккуратно,adv,"neatly, carefully, precisely",23,23,1,6.260869565,2.136636935,32.6,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккуратность,s,"neatness, accuracy, punctuality",20,20,1,5.9,2.023545612,2.4,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аккуратный,a,"neat, accurate, punctual",20,20,1,6.85,2.084403234,16.9,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акмеизм,s,acmeism (literary movement),24,11,0.458333333,15.27272727,2.053821272,0.8,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акр,s,acre,23,11,0.47826087,13.27272727,3.165151153,1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акробат,s,acrobat,20,20,1,8.6,2.303315688,2.5,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акробатика,s,acrobatics,28,28,1,8,2.509242176,1.1,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акробатический,a,acrobatic,21,21,1,8.523809524,3.187774265,1.3,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акрополь,s,acropolis,25,19,0.76,12.52631579,2.715560533,0.6,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акростих,s,acrostic,24,7,0.291666667,15.14285714,2.60950643,0.4,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акселератор,s,accelerator (in a car),26,14,0.538461538,15.07142857,2.017778127,0.8,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акселерация,s,"acceleration (e.g., of growth)",25,11,0.44,16.18181818,0.873862898,0.8,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аксельбант,s,aiguillette (military decoration),24,7,0.291666667,13.42857143,4.314979446,0.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аксессуар,s,accessory,22,22,1,9.090909091,2.136064269,5.5,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аксиологический,a,axiological (relating to value theory),23,11,0.47826087,14.72727273,2.004540301,0.5,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аксиома,s,axiom,30,30,1,13.56666667,1.715715058,8.5,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аксиоматический,a,axiomatic,20,17,0.85,13.82352941,2.297697057,0.6,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акт,s,"act, deed; certificate; act (in a play)",23,23,1,11,2.558408596,113.6,4.4,NA,2.808510638,NA,NA,NA,NA,NA,NA,NA,NA
актёр,s,actor,20,20,1,5.5,1.538967528,114.4,4.33,NA,2.021276596,NA,NA,NA,NA,NA,NA,NA,NA
актерский,a,actor's,24,24,1,7.625,2.318404624,22.8,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актерство,s,"acting, play-acting",26,26,1,9.923076923,3.045299025,1,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актив,s,assets; active members; active force,20,20,1,12.15,3.199917762,32.7,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активация,s,activation,24,24,1,10.08333333,3.034822059,3.7,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активизация,s,"activation, intensification",24,23,0.958333333,12.13043478,2.221881836,7.3,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активизировать,v,"to activate, to intensify",25,25,1,11.4,2.34520788,4.9,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активированный,a,"activated (e.g., activated carbon)",20,20,1,10.55,3.561120462,1.6,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активист,s,activist,24,23,0.958333333,10,3.045115314,6.3,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активнейший,a,most active,20,20,1,9.45,3.425523395,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активно,adv,actively,20,20,1,6.8,2.706716792,52.6,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
активность,s,activity,21,21,1,7.19047619,2.182178902,58.5,4.38,NA,3.428571429,NA,NA,NA,NA,NA,NA,NA,NA
активный,a,active,20,20,1,5.4,1.353358396,85.7,4.13,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
актовый,a,assembly (as in assembly hall); formal (as in formal act); pertaining to official acts,21,21,1,7.619047619,2.290768222,3,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актуализация,s,"actualization, making relevant",22,22,1,13.59090909,2.403550764,2.1,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актуализировать,v,"to actualize, to make relevant",25,23,0.92,13.73913043,2.490297377,1.2,2.13,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
актуально,adv,"relevantly, topically",20,20,1,9.95,2.837252192,1.1,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актуальность,s,"relevance, currency, timeliness",20,20,1,10.25,2.692582404,8,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
актуальный,a,"relevant, current, timely",20,19,0.95,10.26315789,2.329570901,34.7,3.14,3.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA
акула,s,shark,20,20,1,6.05,1.820208201,9.3,3.6,6.733333333,NA,NA,NA,NA,NA,1.06,NA,NA,NA
акулий,a,shark,21,21,1,6.095238095,1.997617629,0.6,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акустика,s,acoustics,20,20,1,9.65,3.06551275,2.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акустический,a,acoustic,20,20,1,12.7,2.430074723,5.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акушерка,s,midwife,20,20,1,10.15,2.739093204,1.7,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акцент,s,accent (pronunciation; emphasis),20,20,1,10.7,2.754899941,26.2,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акцентирование,s,"accentuation, emphasizing",24,24,1,10.66666667,3.252646637,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акцентировать,v,"to accentuate, to emphasize, to stress",21,21,1,11.52380952,2.159144451,3.9,2.76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
акцентуация,s,accentuation (linguistics; psychology),30,17,0.566666667,15.29411765,2.867156821,0.5,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акциз,s,"excise, excise tax",21,19,0.904761905,14.05263158,1.870047064,5.3,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акционер,s,"shareholder, stockholder",20,20,1,12.25,2.403396719,36.3,2.96,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
акционерный,a,"joint-stock (e.g., joint-stock company)",26,24,0.923076923,13.875,2.327762501,17.6,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
акция,s,"share, stock; action, campaign",23,23,1,9.782608696,2.779086209,98.5,4.37,NA,2.183673469,NA,NA,NA,NA,NA,NA,NA,NA
алгебра,s,algebra,20,20,1,10.45,2.799906013,3.9,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алгебраический,a,algebraic,30,30,1,12.73333333,2.273283109,2.1,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алгоритм,s,algorithm,20,20,1,11,2.384158243,26.5,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алгоритмический,a,algorithmic,20,20,1,12.15,2.719810365,1.7,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алебарда,s,halberd,24,11,0.458333333,13,3.633180425,0.6,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алебастровый,a,alabaster,24,9,0.375,15.77777778,2.223610677,0.4,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
александрит,s,alexandrite,20,13,0.65,13.38461538,4.311582493,0.4,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аленький,a,"scarlet, bright red",20,20,1,5.75,2.149051198,0.4,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алеть,v,"to turn red, to blush",23,11,0.47826087,12.36363636,3.41387543,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алиби,s,alibi,21,21,1,13.19047619,3.010299779,2.6,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алименты,s,"alimony, child support",20,20,1,12.8,3.019236571,6,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алкаш,s,"alkie, drunkard (slang, derogatory)",20,20,1,8.35,2.719810365,4.8,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алкоголизм,s,alcoholism,26,26,1,10.38461538,2.980965254,5.8,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алкоголик,s,alcoholic,20,20,1,9.2,2.948683917,10,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алкоголь,s,alcohol,20,20,1,8.45,3.186732364,20.4,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алкогольный,a,alcoholic,21,21,1,9.857142857,3.410069124,11.4,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллегорический,a,allegorical,21,20,0.952380952,13.5,2.874570906,1.2,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллегория,s,allegory,20,18,0.9,13.27777778,2.396211607,2.3,2.84,3.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллерген,s,allergen,19,18,0.947368421,10.72222222,3.706997446,0.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллергический,a,allergic,23,23,1,9.173913043,2.741137354,2.1,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллергия,s,allergy,20,20,1,7.4,2.414866238,7,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллея,s,"alley, avenue, path",21,21,1,6.80952381,2.749891773,16,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллигатор,s,alligator,23,23,1,7.565217391,2.920555473,0.5,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллюзия,s,allusion,20,12,0.6,18.16666667,3.459724985,1.8,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аллюр,s,gait (of a horse),20,8,0.4,16,3.703280399,0.8,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алмаз,s,diamond,21,21,1,7.285714286,2.390457219,16.7,3.74,6.6,NA,NA,6.7,NA,NA,NA,NA,NA,NA
алмазный,a,diamond,25,25,1,8.36,2.706165799,5.1,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алогичный,a,illogical,30,20,0.666666667,15,2.901905,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алоэ,s,aloe,21,21,1,7.80952381,3.530142315,1,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алтарь,s,altar,20,20,1,10.4,2.702825033,9.2,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алфавит,s,alphabet,25,25,1,4.44,1.293573861,5.8,3.48,6.611111111,NA,NA,NA,NA,NA,NA,NA,NA,NA
алфавитный,a,alphabetical,21,20,0.952380952,6.2,1.935812083,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алхимик,s,alchemist,22,21,0.954545455,11.95238095,2.355338415,1.7,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алхимический,a,alchemical,20,20,1,12.6,2.348571794,1.1,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алхимия,s,alchemy,20,20,1,11.55,2.837252192,1.2,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алчно,adv,greedily,23,23,1,12.73913043,2.199532829,0.5,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алчность,s,greed,22,22,1,11.90909091,3.037998886,1.5,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алчный,a,greedy,21,21,1,10.0952381,1.997617629,2,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алый,a,"scarlet, bright red",24,24,1,7.666666667,2.371326297,13.2,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алыча,s,cherry plum,20,19,0.95,13.89473684,4.794611986,0.8,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альбатрос,s,albatross,20,18,0.9,10.16666667,2.727851988,1.2,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альбинос,s,albino,20,20,1,11.9,3.945683851,0.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альбом,s,album,20,20,1,5.55,1.848897253,23.7,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альбомный,a,album,20,20,1,8,3.713418059,0.4,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альвеола,s,alveolus,20,15,0.75,14.66666667,2.794552524,0.5,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альвеолярный,a,alveolar,20,5,0.25,18.4,3.435112807,0.4,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альманах,s,almanac,20,16,0.8,12.25,3.130495168,4.7,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альпинизм,s,"mountaineering, rock climbing",23,23,1,9.956521739,2.285890733,1.1,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альпинист,s,"mountaineer, climber",30,30,1,8.4,2.471911169,4.3,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альпинистский,a,mountaineering,22,22,1,10.54545455,2.649838678,1,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альт,s,alto (voice); viola (instrument),20,11,0.55,12.45454545,3.804303783,5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтернатива,s,alternative,21,21,1,12.71428571,2.951996903,14.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтернативный,a,alternative,20,20,1,13.65,3.344673692,19.8,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтист,s,alto singer; violist,23,4,0.173913043,16,7.071067812,1.1,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтовый,a,alto,22,10,0.454545455,11,3.231786572,0.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтруизм,s,altruism,24,20,0.833333333,14.05,2.258900524,1,2.66,2.722222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтруист,s,altruist,22,14,0.636363636,13.21428571,1.968153036,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альтруистический,a,altruistic,20,17,0.85,13.11764706,2.088131729,0.4,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
альянс,s,alliance,20,20,1,14.55,3.300318964,10.1,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алюминиевый,a,aluminum,21,21,1,9.952380952,2.729032621,15.7,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
алюминий,s,aluminum,20,20,1,11.1,2.468752082,10.9,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
аляповатый,a,"garish, gaudy, tastelessly ornate",22,11,0.5,12.45454545,4.367233366,1,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амальгама,s,amalgam,20,11,0.55,13.72727273,3.466724941,0.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбал,s,"porter, strongman (slang)",26,26,1,9.884615385,3.141043433,2.1,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбар,s,"barn, granary",20,19,0.95,9.736842105,3.330700715,4.9,3.14,NA,NA,NA,NA,3.09,NA,NA,2,NA,NA
амбарный,a,barn,21,21,1,8.857142857,3.198213787,2,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбивалентность,s,ambivalence,20,10,0.5,14.9,2.233582076,0.8,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбивалентный,a,ambivalent,26,9,0.346153846,15.22222222,2.333333333,0.8,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбициозность,s,ambitiousness,21,21,1,13,2.966479395,0.6,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбициозный,a,ambitious,20,20,1,12.4,3.898717738,5,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбиция,s,ambition,20,20,1,12.8,2.64773985,13.2,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбразура,s,embrasure (opening in a wall for a gun),21,20,0.952380952,11.9,2.381949666,2.3,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амброзия,s,ambrosia,20,15,0.75,13.6,5.448459809,0.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбулатория,s,outpatient clinic,20,19,0.95,12.36842105,3.700007903,1.2,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбулаторно,adv,on an outpatient basis,23,17,0.739130435,13.35294118,3.516766563,0.4,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амбулаторный,a,outpatient,21,21,1,13.47619048,2.976895155,1,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
амёба,s,amoeba,20,20,1,12.5,2.39517058,0.8,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
